Order Date,Order ID,Product Name,Category,City,Country,Customer Name,Discount,Postal Code,Manufacturer,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
11/3/2017,CA-2017-128867,"Avery Durable Plastic 1"" Binders",Office Supplies,Urbandale,United States,Clay Ludtke,0.00%,50322,Avery,$13.00,49.00%,6.00,Central,$27.00,Consumer,11/10/2017,Standard Class,Iowa,Binders
8/25/2015,CA-2015-115259,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Columbus,United States,Ryan Crowe,20.00%,43229,Other,$15.00,36.00%,14.00,East,$40.00,Consumer,8/27/2015,Second Class,Ohio,Fasteners
8/25/2015,CA-2015-115259,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Columbus,United States,Ryan Crowe,20.00%,43229,Other,$2.00,35.00%,2.00,East,$5.00,Consumer,8/27/2015,Second Class,Ohio,Envelopes
8/25/2015,CA-2015-115259,Xerox 1921,Office Supplies,Columbus,United States,Ryan Crowe,20.00%,43229,Xerox,$7.00,31.00%,3.00,East,$24.00,Consumer,8/27/2015,Second Class,Ohio,Paper
8/25/2015,CA-2015-115259,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Columbus,United States,Ryan Crowe,20.00%,43229,Tyvek,$44.00,34.00%,6.00,East,$130.00,Consumer,8/27/2015,Second Class,Ohio,Envelopes
3/2/2016,CA-2016-110457,Hon Racetrack Conference Tables,Furniture,Seattle,United States,Dave Kipp,0.00%,98103,Hon,$165.00,21.00%,3.00,West,$788.00,Consumer,3/6/2016,Standard Class,Washington,Tables
4/5/2016,US-2016-136476,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Bristol,United States,Greg Guthrie,70.00%,37620,GBC,-$116.00,-73.00%,1.00,South,$158.00,Corporate,4/10/2016,Standard Class,Tennessee,Binders
6/12/2017,CA-2017-103730,Artistic Insta-Plaque,Furniture,Wilmington,United States,Steven Cartwright,0.00%,19805,Other,$18.00,39.00%,3.00,East,$47.00,Consumer,6/15/2017,First Class,Delaware,Furnishings
6/12/2017,CA-2017-103730,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Wilmington,United States,Steven Cartwright,0.00%,19805,DXL,$14.00,45.00%,4.00,East,$31.00,Consumer,6/15/2017,First Class,Delaware,Binders
6/12/2017,CA-2017-103730,"Companion Letter/Legal File, Black",Office Supplies,Wilmington,United States,Steven Cartwright,0.00%,19805,Other,$63.00,28.00%,6.00,East,$227.00,Consumer,6/15/2017,First Class,Delaware,Storage
6/12/2017,CA-2017-103730,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Wilmington,United States,Steven Cartwright,0.00%,19805,Global,$52.00,45.00%,9.00,East,$115.00,Consumer,6/15/2017,First Class,Delaware,Envelopes
6/12/2017,CA-2017-103730,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Wilmington,United States,Steven Cartwright,0.00%,19805,Other,$20.00,29.00%,7.00,East,$68.00,Consumer,6/15/2017,First Class,Delaware,Phones
12/26/2015,US-2015-152030,Global Deluxe High-Back Manager's Chair,Furniture,Houston,United States,Alan Dominguez,30.00%,77041,Global,-$9.00,-1.00%,3.00,Central,$601.00,Home Office,12/28/2015,Second Class,Texas,Chairs
9/20/2015,US-2015-134614,Bevis 44 x 96 Conference Tables,Furniture,Bloomington,United States,Philip Fox,50.00%,61701,Bevis,-$408.00,-66.00%,6.00,Central,$618.00,Consumer,9/25/2015,Standard Class,Illinois,Tables
11/5/2018,US-2018-107272,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Phoenix,United States,Troy Staebel,70.00%,85023,Avery,-$2.00,-77.00%,2.00,West,$2.00,Consumer,11/12/2018,Standard Class,Arizona,Binders
11/5/2018,US-2018-107272,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Phoenix,United States,Troy Staebel,20.00%,85023,Other,$30.00,13.00%,7.00,West,$244.00,Consumer,11/12/2018,Standard Class,Arizona,Storage
11/6/2017,US-2017-125969,"Global Task Chair, Black",Furniture,Los Angeles,United States,Lindsay Shagiari,20.00%,90004,Global,-$9.00,-11.00%,2.00,West,$81.00,Home Office,11/10/2017,Second Class,California,Chairs
11/6/2017,US-2017-125969,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Los Angeles,United States,Lindsay Shagiari,0.00%,90004,Eldon,$26.00,11.00%,3.00,West,$239.00,Home Office,11/10/2017,Second Class,California,Furnishings
2/2/2018,US-2018-164147,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Columbus,United States,Dorothy Wardle,40.00%,43229,Anker,-$12.00,-20.00%,5.00,East,$60.00,Corporate,2/5/2018,First Class,Ohio,Phones
2/2/2018,US-2018-164147,Xerox 1916,Office Supplies,Columbus,United States,Dorothy Wardle,20.00%,43229,Xerox,$29.00,38.00%,2.00,East,$78.00,Corporate,2/5/2018,First Class,Ohio,Paper
2/2/2018,US-2018-164147,Staples,Office Supplies,Columbus,United States,Dorothy Wardle,20.00%,43229,Other,$7.00,33.00%,9.00,East,$21.00,Corporate,2/5/2018,First Class,Ohio,Fasteners
10/13/2017,CA-2017-145583,Xerox 195,Office Supplies,Roseville,United States,Lena Creighton,0.00%,95661,Xerox,$10.00,48.00%,3.00,West,$20.00,Consumer,10/19/2017,Standard Class,California,Paper
10/13/2017,CA-2017-145583,Xerox 1880,Office Supplies,Roseville,United States,Lena Creighton,0.00%,95661,Xerox,$17.00,47.00%,1.00,West,$35.00,Consumer,10/19/2017,Standard Class,California,Paper
10/13/2017,CA-2017-145583,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Roseville,United States,Lena Creighton,0.00%,95661,Sanford,$3.00,30.00%,4.00,West,$12.00,Consumer,10/19/2017,Standard Class,California,Art
10/13/2017,CA-2017-145583,Ideal Clamps,Office Supplies,Roseville,United States,Lena Creighton,0.00%,95661,Other,$2.00,49.00%,2.00,West,$4.00,Consumer,10/19/2017,Standard Class,California,Fasteners
10/13/2017,CA-2017-145583,GBC Wire Binding Strips,Office Supplies,Roseville,United States,Lena Creighton,20.00%,95661,GBC,$27.00,35.00%,3.00,West,$76.00,Consumer,10/19/2017,Standard Class,California,Binders
10/13/2017,CA-2017-145583,Fiskars Softgrip Scissors,Office Supplies,Roseville,United States,Lena Creighton,0.00%,95661,Fiskars,$18.00,28.00%,6.00,West,$66.00,Consumer,10/19/2017,Standard Class,California,Supplies
10/13/2017,CA-2017-145583,Longer-Life Soft White Bulbs,Furniture,Roseville,United States,Lena Creighton,0.00%,95661,Other,$21.00,48.00%,14.00,West,$43.00,Consumer,10/19/2017,Standard Class,California,Furnishings
9/5/2017,CA-2017-110366,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Philadelphia,United States,Jonathan Doherty,20.00%,19140,Howard Miller,$10.00,13.00%,2.00,East,$83.00,Corporate,9/7/2017,Second Class,Pennsylvania,Furnishings
9/18/2018,CA-2018-106180,Newell 343,Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,94122,Newell,$2.00,27.00%,3.00,West,$9.00,Corporate,9/23/2018,Standard Class,California,Art
9/18/2018,CA-2018-106180,Convenience Packs of Business Envelopes,Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,94122,Other,$5.00,47.00%,3.00,West,$11.00,Corporate,9/23/2018,Standard Class,California,Envelopes
9/18/2018,CA-2018-106180,Xerox 1911,Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,94122,Xerox,$69.00,48.00%,3.00,West,$144.00,Corporate,9/23/2018,Standard Class,California,Paper
12/22/2018,CA-2018-155376,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Independence,United States,Sandra Glassco,0.00%,64055,Sanyo,$218.00,26.00%,3.00,Central,$839.00,Consumer,12/27/2018,Standard Class,Missouri,Appliances
9/7/2016,CA-2016-110744,Safco Industrial Wire Shelving,Office Supplies,Pasadena,United States,Helen Andreada,0.00%,91104,SAFCO,$20.00,3.00%,7.00,West,$672.00,Consumer,9/12/2016,Standard Class,California,Storage
10/22/2015,CA-2015-110072,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Newark,United States,Maureen Gastineau,20.00%,43055,Seth Thomas,$13.00,14.00%,4.00,East,$94.00,Home Office,10/28/2015,Standard Class,Ohio,Furnishings
12/5/2017,CA-2017-114489,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Franklin,United States,Justin Ellison,0.00%,53132,Plantronics,$104.00,27.00%,11.00,Central,$384.00,Corporate,12/9/2017,Standard Class,Wisconsin,Phones
12/5/2017,CA-2017-114489,Anker Astro 15000mAh USB Portable Charger,Technology,Franklin,United States,Justin Ellison,0.00%,53132,Anker,$6.00,4.00%,3.00,Central,$150.00,Corporate,12/9/2017,Standard Class,Wisconsin,Phones
12/5/2017,CA-2017-114489,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Franklin,United States,Justin Ellison,0.00%,53132,Hon,$586.00,30.00%,8.00,Central,"$1,952.00",Corporate,12/9/2017,Standard Class,Wisconsin,Chairs
12/5/2017,CA-2017-114489,GBC Prestige Therm-A-Bind Covers,Office Supplies,Franklin,United States,Justin Ellison,0.00%,53132,GBC,$81.00,47.00%,5.00,Central,$172.00,Corporate,12/9/2017,Standard Class,Wisconsin,Binders
3/13/2017,CA-2017-158834,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Scottsdale,United States,Tamara Willingham,20.00%,85254,Belkin,$18.00,11.00%,5.00,West,$158.00,Home Office,3/16/2017,First Class,Arizona,Appliances
3/13/2017,CA-2017-158834,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Scottsdale,United States,Tamara Willingham,20.00%,85254,Jabra,$15.00,8.00%,2.00,West,$203.00,Home Office,3/16/2017,First Class,Arizona,Phones
5/31/2016,CA-2016-124919,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,95123,Southworth,$26.00,45.00%,7.00,West,$58.00,Corporate,6/2/2016,First Class,California,Paper
5/31/2016,CA-2016-124919,Xerox 1883,Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,95123,Xerox,$49.00,46.00%,4.00,West,$106.00,Corporate,6/2/2016,First Class,California,Paper
5/31/2016,CA-2016-124919,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,95123,Tenex,$21.00,26.00%,6.00,West,$81.00,Corporate,6/2/2016,First Class,California,Storage
5/28/2016,CA-2016-118948,Newell 311,Office Supplies,Seattle,United States,Neil Knudson,0.00%,98105,Newell,$2.00,27.00%,3.00,West,$7.00,Home Office,6/3/2016,Standard Class,Washington,Art
3/1/2015,CA-2015-104269,Global Deluxe High-Back Manager's Chair,Furniture,Seattle,United States,Dave Brooks,20.00%,98115,Global,$51.00,11.00%,2.00,West,$458.00,Consumer,3/6/2015,Second Class,Washington,Chairs
11/20/2017,CA-2017-114104,Avery 519,Office Supplies,Edmond,United States,Nora Paige,0.00%,73034,Avery,$7.00,47.00%,2.00,Central,$15.00,Consumer,11/24/2017,Standard Class,Oklahoma,Labels
11/20/2017,CA-2017-114104,Avaya 5420 Digital phone,Technology,Edmond,United States,Nora Paige,0.00%,73034,Avaya,$236.00,25.00%,7.00,Central,$945.00,Consumer,11/24/2017,Standard Class,Oklahoma,Phones
5/11/2017,CA-2017-162733,Xerox 1920,Office Supplies,Los Angeles,United States,Ted Trevino,0.00%,90045,Xerox,$3.00,45.00%,1.00,West,$6.00,Consumer,5/12/2017,First Class,California,Paper
12/28/2016,CA-2016-119697,Lenovo 17-Key USB Numeric Keypad,Technology,Philadelphia,United States,Eric Murdock,20.00%,19134,Other,$1.00,2.00%,2.00,East,$54.00,Consumer,12/31/2016,Second Class,Pennsylvania,Accessories
11/16/2017,CA-2017-154508,Staple envelope,Office Supplies,Carlsbad,United States,Ruben Dartt,0.00%,88220,Staple envelope,$13.00,47.00%,5.00,West,$28.00,Consumer,11/20/2017,Standard Class,New Mexico,Envelopes
11/7/2017,CA-2017-113817,Wilson Jones International Size A4 Ring Binders,Office Supplies,Seattle,United States,Max Jones,20.00%,98115,Wilson Jones,$10.00,35.00%,2.00,West,$28.00,Consumer,11/11/2017,Standard Class,Washington,Binders
9/8/2015,CA-2015-139892,BIC Brite Liner Highlighters,Office Supplies,San Antonio,United States,Becky Martin,20.00%,78207,BIC,$3.00,28.00%,3.00,Central,$10.00,Consumer,9/12/2015,Standard Class,Texas,Art
9/8/2015,CA-2015-139892,Lexmark MX611dhe Monochrome Laser Printer,Technology,San Antonio,United States,Becky Martin,40.00%,78207,Other,"-$1,360.00",-17.00%,8.00,Central,"$8,160.00",Consumer,9/12/2015,Standard Class,Texas,Machines
9/8/2015,CA-2015-139892,Space Solutions HD Industrial Steel Shelving.,Office Supplies,San Antonio,United States,Becky Martin,20.00%,78207,Space Solutions,-$59.00,-21.00%,3.00,Central,$276.00,Consumer,9/12/2015,Standard Class,Texas,Storage
9/8/2015,CA-2015-139892,SAFCO Arco Folding Chair,Furniture,San Antonio,United States,Becky Martin,30.00%,78207,SAFCO,-$25.00,-1.00%,9.00,Central,"$1,740.00",Consumer,9/12/2015,Standard Class,Texas,Chairs
9/8/2015,CA-2015-139892,Sanford Liquid Accent Highlighters,Office Supplies,San Antonio,United States,Becky Martin,20.00%,78207,Sanford,$7.00,21.00%,6.00,Central,$32.00,Consumer,9/12/2015,Standard Class,Texas,Art
9/8/2015,CA-2015-139892,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,San Antonio,United States,Becky Martin,80.00%,78207,Kensington,-$454.00,-255.00%,5.00,Central,$178.00,Consumer,9/12/2015,Standard Class,Texas,Appliances
9/8/2015,CA-2015-139892,JBL Micro Wireless Portable Bluetooth Speaker,Technology,San Antonio,United States,Becky Martin,20.00%,78207,Other,$9.00,6.00%,3.00,Central,$144.00,Consumer,9/12/2015,Standard Class,Texas,Phones
8/5/2015,CA-2015-118962,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Los Angeles,United States,Chad Sievert,0.00%,90004,Adams,$10.00,47.00%,3.00,West,$21.00,Consumer,8/9/2015,Standard Class,California,Paper
8/5/2015,CA-2015-118962,Xerox 1913,Office Supplies,Los Angeles,United States,Chad Sievert,0.00%,90004,Xerox,$53.00,48.00%,2.00,West,$111.00,Consumer,8/9/2015,Standard Class,California,Paper
8/5/2015,CA-2015-118962,"Global Value Steno Chair, Gray",Furniture,Los Angeles,United States,Chad Sievert,20.00%,90004,Global,$21.00,6.00%,7.00,West,$340.00,Consumer,8/9/2015,Standard Class,California,Chairs
9/14/2015,US-2015-100853,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Chicago,United States,Jennifer Braxton,80.00%,60623,Kensington,-$131.00,-250.00%,2.00,Central,$52.00,Corporate,9/19/2015,Standard Class,Illinois,Appliances
9/14/2015,US-2015-100853,Avery 51,Office Supplies,Chicago,United States,Jennifer Braxton,20.00%,60623,Avery,$7.00,33.00%,4.00,Central,$20.00,Corporate,9/19/2015,Standard Class,Illinois,Labels
4/21/2018,US-2018-152366,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Houston,United States,Shirley Jackson,80.00%,77036,Acco,-$243.00,-250.00%,4.00,Central,$97.00,Consumer,4/25/2018,Second Class,Texas,Appliances
11/21/2016,US-2016-101511,"Padded Folding Chairs, Black, 4/Carton",Furniture,Newark,United States,Joel Eaton,30.00%,43055,Other,-$11.00,-3.00%,7.00,East,$397.00,Consumer,11/23/2016,Second Class,Ohio,Chairs
11/21/2016,US-2016-101511,Acme Rosewood Handle Letter Opener,Office Supplies,Newark,United States,Joel Eaton,20.00%,43055,Acme,-$4.00,-24.00%,5.00,East,$16.00,Consumer,11/23/2016,Second Class,Ohio,Supplies
12/15/2016,CA-2016-137225,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,New York City,United States,Jim Kriz,0.00%,10009,Sanford,$1.00,43.00%,1.00,East,$3.00,Home Office,12/19/2016,Standard Class,New York,Art
12/5/2015,CA-2015-166191,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Decatur,United States,David Kendrick,20.00%,62521,Tenex,$2.00,8.00%,2.00,Central,$25.00,Corporate,12/9/2015,Second Class,Illinois,Storage
12/5/2015,CA-2015-166191,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Decatur,United States,David Kendrick,20.00%,62521,Imation,$77.00,19.00%,7.00,Central,$409.00,Corporate,12/9/2015,Second Class,Illinois,Accessories
11/19/2015,CA-2015-158274,AT&T TR1909W,Technology,Monroe,United States,Robert Marley,0.00%,71203,AT&T,$131.00,26.00%,4.00,South,$504.00,Home Office,11/24/2015,Second Class,Louisiana,Phones
11/19/2015,CA-2015-158274,Nokia Lumia 521 (T-Mobile),Technology,Monroe,United States,Robert Marley,0.00%,71203,Nokia,$42.00,28.00%,5.00,South,$150.00,Home Office,11/24/2015,Second Class,Louisiana,Phones
11/19/2015,CA-2015-158274,HP Standard 104 key PS/2 Keyboard,Technology,Monroe,United States,Robert Marley,0.00%,71203,HP,$7.00,25.00%,2.00,South,$29.00,Home Office,11/24/2015,Second Class,Louisiana,Accessories
11/28/2017,CA-2017-105018,Avery Poly Binder Pockets,Office Supplies,Fairfield,United States,Sally Knutson,0.00%,6824,Avery,$3.00,48.00%,2.00,East,$7.00,Consumer,12/2/2017,Standard Class,Connecticut,Binders
8/26/2015,CA-2015-123260,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Los Angeles,United States,Frank Merwin,0.00%,90032,SanDisk,$23.00,13.00%,8.00,West,$177.00,Home Office,8/30/2015,Standard Class,California,Accessories
7/16/2017,CA-2017-157000,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Grand Prairie,United States,Alice McCarthy,20.00%,75051,Other,$4.00,10.00%,3.00,Central,$37.00,Corporate,7/22/2017,Standard Class,Texas,Storage
7/16/2017,CA-2017-157000,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Grand Prairie,United States,Alice McCarthy,20.00%,75051,Southworth,$6.00,31.00%,3.00,Central,$20.00,Corporate,7/22/2017,Standard Class,Texas,Paper
10/12/2016,CA-2016-102281,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,New York City,United States,Mark Packer,20.00%,10035,Atlantic,$112.00,13.00%,4.00,East,$899.00,Home Office,10/14/2016,First Class,New York,Bookcases
10/12/2016,CA-2016-102281,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,New York City,United States,Mark Packer,0.00%,10035,Other,$20.00,28.00%,6.00,East,$72.00,Home Office,10/14/2016,First Class,New York,Phones
10/12/2016,CA-2016-102281,Xerox 205,Office Supplies,New York City,United States,Mark Packer,0.00%,10035,Xerox,$25.00,48.00%,8.00,East,$52.00,Home Office,10/14/2016,First Class,New York,Paper
10/12/2016,CA-2016-102281,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,New York City,United States,Mark Packer,20.00%,10035,Atlantic,$47.00,8.00%,3.00,East,$626.00,Home Office,10/14/2016,First Class,New York,Bookcases
10/12/2016,CA-2016-102281,4009 Highlighters by Sanford,Office Supplies,New York City,United States,Mark Packer,0.00%,10035,Other,$7.00,33.00%,5.00,East,$20.00,Home Office,10/14/2016,First Class,New York,Art
10/31/2016,CA-2016-131457,Poly String Tie Envelopes,Office Supplies,Redlands,United States,Mary Zewe,0.00%,92374,Poly,$7.00,47.00%,7.00,West,$14.00,Corporate,11/6/2016,Standard Class,California,Envelopes
3/21/2015,CA-2015-140004,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Hamilton,United States,Cassandra Brandow,20.00%,45011,Binney & Smith,$1.00,16.00%,2.00,East,$7.00,Consumer,3/25/2015,Standard Class,Ohio,Art
3/21/2015,CA-2015-140004,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Hamilton,United States,Cassandra Brandow,20.00%,45011,Binney & Smith,$2.00,26.00%,3.00,East,$6.00,Consumer,3/25/2015,Standard Class,Ohio,Art
11/6/2018,CA-2018-107720,Decoflex Hanging Personal Folder File,Office Supplies,Westfield,United States,Valerie Mitchum,0.00%,7090,Decoflex,$12.00,26.00%,3.00,East,$46.00,Home Office,11/13/2018,Standard Class,New Jersey,Storage
7/6/2018,US-2018-124303,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Philadelphia,United States,Fred Hopkins,70.00%,19120,Pressboard,-$2.00,-77.00%,2.00,East,$3.00,Corporate,7/13/2018,Standard Class,Pennsylvania,Binders
7/6/2018,US-2018-124303,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Philadelphia,United States,Fred Hopkins,20.00%,19120,Wirebound,$6.00,36.00%,3.00,East,$16.00,Corporate,7/13/2018,Standard Class,Pennsylvania,Paper
6/24/2018,CA-2018-105074,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Akron,United States,Maria Bertelson,20.00%,44312,Southworth,$7.00,31.00%,3.00,East,$22.00,Consumer,6/29/2018,Standard Class,Ohio,Paper
